status,accident_index,accident_reference,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,car_passenger,casualty_type,casualty_home_area_type,casualty_imd_decile
Unvalidated,2.02E+12,421141894,1,1,1,2,29,6,3,0,9,-1,-1
Unvalidated,2.02E+12,421141894,2,3,1,1,71,10,3,0,9,3,8
Unvalidated,2.02E+12,421141894,3,2,1,1,20,4,3,0,9,1,10
Unvalidated,2.02E+12,421142961,1,1,1,1,35,6,3,0,9,1,2
Unvalidated,2.02E+12,421143046,1,1,3,2,15,3,3,0,0,1,3
Unvalidated,2.02E+12,421143254,2,1,1,1,20,4,3,0,9,1,3
Unvalidated,2.02E+12,421143470,2,2,1,1,52,8,2,0,19,1,2
Unvalidated,2.02E+12,421143811,2,1,3,1,29,6,2,0,0,1,3
Unvalidated,2.02E+12,421143979,2,1,2,2,64,9,3,1,9,-1,-1
Unvalidated,2.02E+12,421144311,2,1,2,2,17,4,3,1,9,3,6
Unvalidated,2.02E+12,421144814,1,1,1,2,35,6,3,0,9,1,1
Unvalidated,2.02E+12,421144814,2,2,1,2,31,6,3,0,9,1,6
Unvalidated,2.02E+12,421145313,1,1,1,1,28,6,2,0,9,1,10
Unvalidated,2.02E+12,421145398,1,1,3,2,27,6,3,0,0,1,1
Unvalidated,2.02E+12,421146566,2,1,1,2,56,9,2,0,1,1,6
Unvalidated,2.02E+12,421147597,1,1,1,1,62,9,2,0,9,3,7
Unvalidated,2.02E+12,421147789,1,1,1,1,34,6,3,0,19,1,6
Unvalidated,2.02E+12,421147789,2,2,1,2,31,6,3,0,9,1,3
Unvalidated,2.02E+12,421147789,2,3,2,2,62,9,3,1,9,1,3
Unvalidated,2.02E+12,421148744,1,1,1,2,45,7,3,0,9,1,7
Unvalidated,2.02E+12,421148744,2,2,1,1,64,9,3,0,9,1,2
Unvalidated,2.02E+12,421148744,2,3,2,2,50,8,3,1,9,1,2
Unvalidated,2.02E+12,421149230,2,1,1,1,23,5,3,0,9,1,10
Unvalidated,2.02E+12,421149470,1,1,3,2,20,4,2,0,0,1,7
Unvalidated,2.02E+12,421150149,2,1,1,2,11,3,2,0,1,1,3
Unvalidated,2.02E+12,421151037,1,1,3,2,82,11,3,0,0,1,3
Unvalidated,2.02E+12,421151126,1,1,1,2,35,6,3,0,9,1,1
Unvalidated,2.02E+12,421151612,2,1,1,2,31,6,3,0,9,1,4
Unvalidated,2.02E+12,421151966,1,1,1,1,31,6,2,0,9,1,7
Unvalidated,2.02E+12,421152942,2,1,1,2,85,11,2,0,9,2,9
Unvalidated,2.02E+12,421152942,2,2,2,1,51,8,3,1,9,2,9
Unvalidated,2.02E+12,421153008,1,1,3,2,87,11,3,0,0,1,8
Unvalidated,2.02E+12,421153047,2,1,1,2,41,7,3,0,9,1,4
Unvalidated,2.02E+12,421153354,2,1,1,2,31,6,2,0,1,1,3
Unvalidated,2.02E+12,421153616,1,1,1,1,24,5,2,0,5,1,9
Unvalidated,2.02E+12,371209616,2,1,2,1,38,7,3,-1,9,1,9
Unvalidated,2.02E+12,371209616,2,2,1,2,36,7,3,0,9,1,9
Unvalidated,2.02E+12,371214202,1,1,1,1,92,11,3,0,9,1,6
Unvalidated,2.02E+12,401131191,2,1,1,2,35,6,3,0,9,1,7
Unvalidated,2.02E+12,401133349,2,1,1,1,25,5,3,0,9,3,6
Unvalidated,2.02E+12,221136840,2,3,2,2,40,7,3,2,9,3,5
Unvalidated,2.02E+12,221138032,1,1,1,2,25,5,3,0,9,3,5
Unvalidated,2.02E+12,221138904,1,1,1,1,53,8,3,0,1,3,9
Unvalidated,2.02E+12,221139343,2,1,2,1,86,11,3,2,9,3,5
Unvalidated,2.02E+12,221139343,2,2,2,2,56,9,3,1,9,1,5
Unvalidated,2.02E+12,221140573,3,1,1,1,51,8,3,0,9,3,9
Unvalidated,2.02E+12,221140746,1,1,1,1,18,4,3,0,1,1,5
Unvalidated,2.02E+12,221140995,1,1,1,1,67,10,2,0,1,1,8
Unvalidated,2.02E+12,221141187,1,1,1,1,94,11,3,0,9,1,5
Unvalidated,2.02E+12,221141192,2,1,1,1,42,7,3,0,1,1,4
Unvalidated,2.02E+12,221141451,2,1,1,2,81,11,3,0,9,1,5
Unvalidated,2.02E+12,221141451,2,2,2,2,86,11,3,1,9,1,5
Unvalidated,2.02E+12,221142399,1,1,1,1,55,8,3,0,1,1,8
Unvalidated,2.02E+12,221142448,1,1,3,1,13,3,2,0,0,-1,-1
Unvalidated,2.02E+12,221142685,1,1,1,2,19,4,3,0,9,1,7
Unvalidated,2.02E+12,221143304,2,1,1,1,41,7,3,0,5,1,10
Unvalidated,2.02E+12,221143339,1,1,3,2,52,8,3,0,0,3,4
Unvalidated,2.02E+12,221143740,1,1,1,1,53,8,3,0,9,3,5
Unvalidated,2.02E+12,221143740,1,2,2,1,45,7,3,1,9,2,5
Unvalidated,2.02E+12,221144514,2,1,1,1,44,7,3,0,9,3,5
Unvalidated,2.02E+12,221144553,1,1,1,1,50,8,3,0,9,1,4
Unvalidated,2.02E+12,221144766,2,1,1,2,42,7,3,0,9,3,5
Unvalidated,2.02E+12,221144766,2,2,2,2,12,3,3,1,9,3,5
Unvalidated,2.02E+12,221144889,2,1,1,1,33,6,3,0,1,1,3
Unvalidated,2.02E+12,221146576,2,1,1,1,53,8,3,0,20,1,7
Unvalidated,2.02E+12,221146974,2,1,1,2,49,8,3,0,9,1,6
Unvalidated,2.02E+12,221147563,1,1,2,2,47,8,3,1,9,1,8
Unvalidated,2.02E+12,221147563,1,2,2,2,16,4,3,2,9,1,8
Unvalidated,2.02E+12,221147563,1,3,2,2,12,3,3,2,9,1,8
Unvalidated,2.02E+12,221147563,1,4,1,1,48,8,3,0,9,1,8
Unvalidated,2.02E+12,221148430,1,1,1,1,14,3,3,0,1,-1,-1
Unvalidated,2.02E+12,221148817,1,1,1,1,55,8,3,0,5,3,5
Unvalidated,2.02E+12,221148817,2,2,1,1,26,6,3,0,5,3,5
Unvalidated,2.02E+12,221148836,2,1,1,1,77,11,3,0,9,2,6
Unvalidated,2.02E+12,221148860,2,1,1,2,58,9,3,0,9,3,5
Unvalidated,2.02E+12,221148894,1,1,1,1,24,5,3,0,3,1,5
Unvalidated,2.02E+12,371133310,2,2,1,1,46,8,3,0,98,3,6
Unvalidated,2.02E+12,371135477,2,1,1,1,22,5,3,0,9,1,2
Unvalidated,2.02E+12,371137681,1,1,1,1,65,9,2,0,9,3,5
Unvalidated,2.02E+12,371137681,2,2,1,1,29,6,3,0,9,2,4
Unvalidated,2.02E+12,371139192,1,1,1,1,33,6,3,0,9,2,7
Unvalidated,2.02E+12,371139242,1,1,1,1,60,9,2,0,5,2,4
Unvalidated,2.02E+12,371139666,1,1,1,1,23,5,3,0,3,1,10
Unvalidated,2.02E+12,371144551,1,1,1,1,55,8,3,0,9,3,5
Unvalidated,2.02E+12,371144821,1,1,3,1,16,4,3,0,0,1,7
Unvalidated,2.02E+12,371145750,2,1,1,1,22,5,2,0,17,3,4
Unvalidated,2.02E+12,371147456,1,1,3,2,60,9,3,0,0,1,4
Unvalidated,2.02E+12,371149154,2,1,1,1,32,6,2,0,97,2,5
Unvalidated,2.02E+12,371150073,2,1,1,1,16,4,3,0,1,3,7
Unvalidated,2.02E+12,371150111,1,1,1,2,76,11,3,0,9,1,10
Unvalidated,2.02E+12,371150252,2,1,1,1,57,9,3,0,98,1,2
Unvalidated,2.02E+12,371150272,2,1,1,1,61,9,3,0,19,2,5
Unvalidated,2.02E+12,371152971,1,1,3,2,12,3,3,0,0,1,5
Unvalidated,2.02E+12,371152989,1,1,1,2,20,4,3,0,9,2,10
Unvalidated,2.02E+12,371154297,2,1,1,2,54,8,3,0,1,1,2
Unvalidated,2.02E+12,371154541,2,1,2,2,10,2,3,2,9,1,2
Unvalidated,2.02E+12,371155286,2,1,1,1,13,3,3,0,1,1,6
Unvalidated,2.02E+12,371155416,2,1,1,1,68,10,3,0,9,3,8
Unvalidated,2.02E+12,371157527,2,2,1,1,27,6,3,0,19,1,5
Unvalidated,2.02E+12,371157527,3,3,1,2,32,6,3,0,9,1,8
Unvalidated,2.02E+12,371160851,2,1,1,2,21,5,3,0,9,3,6
Unvalidated,2.02E+12,371160851,2,2,2,2,25,5,3,1,9,1,3
Unvalidated,2.02E+12,52201547,1,1,3,2,41,7,3,0,0,1,1
Unvalidated,2.02E+12,52201547,1,2,3,2,11,3,2,0,0,1,1
Unvalidated,2.02E+12,52201551,1,1,1,2,36,7,3,0,9,1,1
Unvalidated,2.02E+12,52201568,1,1,1,1,28,6,3,0,1,1,1
Unvalidated,2.02E+12,52201575,1,1,3,1,13,3,3,0,0,1,1
Unvalidated,2.02E+12,52201587,2,1,1,1,20,4,2,0,3,1,3
Unvalidated,2.02E+12,52201589,1,1,1,2,40,7,3,0,9,1,8
Unvalidated,2.02E+12,52201598,1,1,2,2,25,5,3,2,8,1,1
Unvalidated,2.02E+12,52201667,1,1,3,2,13,3,2,0,0,1,1
Unvalidated,2.02E+12,52201851,1,1,2,2,22,5,2,2,9,1,1
Unvalidated,2.02E+12,52202203,1,2,1,1,72,10,2,0,9,3,5
Unvalidated,2.02E+12,52202203,2,1,1,1,45,7,2,0,9,1,2
Unvalidated,2.02E+12,332200001,1,1,1,1,49,8,3,0,9,1,4
Unvalidated,2.02E+12,332200025,1,1,3,2,41,7,2,0,0,1,6
Unvalidated,2.02E+12,332200027,1,1,1,2,20,4,3,0,9,1,2
Unvalidated,2.02E+12,332200050,1,1,1,1,56,9,3,0,9,1,9
Unvalidated,2.02E+12,332200056,1,1,3,1,69,10,2,0,0,1,4
Unvalidated,2.02E+12,332200061,2,1,1,1,14,3,3,0,1,1,1
Unvalidated,2.02E+12,332200063,1,1,1,1,36,7,3,0,9,1,6
Unvalidated,2.02E+12,332200071,2,1,1,1,22,5,3,0,1,1,7
Unvalidated,2.02E+12,332200073,1,1,1,2,33,6,3,0,9,3,6
Unvalidated,2.02E+12,332200073,2,2,2,2,31,6,3,1,9,1,4
Unvalidated,2.02E+12,332200081,2,1,1,1,78,11,3,0,1,3,8
Unvalidated,2.02E+12,332200083,1,1,1,1,18,4,3,0,3,3,6
Unvalidated,2.02E+12,332200116,2,1,1,1,24,5,2,0,5,2,9
Unvalidated,2.02E+12,332200118,1,1,3,2,11,3,2,0,0,1,8
Unvalidated,2.02E+12,332200122,1,1,1,1,23,5,2,0,5,1,1
Unvalidated,2.02E+12,332200124,1,1,3,2,57,9,3,0,0,1,3
Unvalidated,2.02E+12,332200126,1,1,3,1,5,1,2,0,0,1,1
Unvalidated,2.02E+12,332200129,1,1,1,1,39,7,2,0,4,1,8
Unvalidated,2.02E+12,332200165,1,1,1,1,59,9,3,0,9,1,2
Unvalidated,2.02E+12,332200167,1,1,3,1,9,2,3,0,0,1,5
Unvalidated,2.02E+12,332200174,1,1,2,2,20,4,3,1,9,1,2
Unvalidated,2.02E+12,332200174,2,2,1,2,31,6,3,0,9,1,7
Unvalidated,2.02E+12,332200176,1,1,1,1,18,4,2,0,9,1,7
Unvalidated,2.02E+12,332200187,1,1,1,1,18,4,3,0,9,1,4
Unvalidated,2.02E+12,332200189,2,2,1,1,37,7,3,0,9,1,6
Unvalidated,2.02E+12,332200189,3,1,1,2,23,5,3,0,9,2,8
Unvalidated,2.02E+12,332200190,1,1,3,1,4,1,2,0,0,1,3
Unvalidated,2.02E+12,332200196,1,1,1,1,29,6,2,0,9,2,8
Unvalidated,2.02E+12,332200196,1,2,2,1,33,6,2,1,9,2,5
Unvalidated,2.02E+12,332200197,2,1,2,1,18,4,3,2,8,1,7
Unvalidated,2.02E+12,332200197,2,2,2,1,17,4,3,2,8,1,7
Unvalidated,2.02E+12,332200202,1,1,1,1,58,9,3,0,9,1,8
Unvalidated,2.02E+12,302200049,2,1,1,1,34,6,3,0,1,1,1
Unvalidated,2.02E+12,302200055,1,1,2,2,24,5,2,1,9,1,3
Unvalidated,2.02E+12,302200063,1,1,1,1,52,8,3,0,3,1,1
Unvalidated,2.02E+12,302200065,1,1,1,1,19,4,3,0,9,3,5
Unvalidated,2.02E+12,302200077,2,1,1,2,27,6,3,0,9,1,8
Unvalidated,2.02E+12,302200079,1,1,1,2,21,5,3,0,9,1,9
Unvalidated,2.02E+12,302200113,1,1,1,1,45,7,2,0,5,1,3
Unvalidated,2.02E+12,302200123,2,1,1,1,39,7,3,0,9,1,10
Unvalidated,2.02E+12,302200138,2,1,1,2,73,10,3,0,9,1,5
Unvalidated,2.02E+12,302200150,1,1,1,1,66,10,3,0,1,1,5
Unvalidated,2.02E+12,302200156,1,1,1,1,19,4,2,0,3,1,8
Unvalidated,2.02E+12,302200160,1,1,1,1,53,8,3,0,1,1,2
Unvalidated,2.02E+12,302200162,2,1,1,1,21,5,3,0,1,3,5
Unvalidated,2.02E+12,302200167,1,1,1,2,82,11,3,0,9,3,9
Unvalidated,2.02E+12,302200169,2,1,1,1,42,7,3,0,1,1,9
Unvalidated,2.02E+12,302200180,1,1,1,2,25,5,3,0,9,1,4
Unvalidated,2.02E+12,302200180,1,2,2,1,-1,-1,2,2,9,1,4
Unvalidated,2.02E+12,302200180,1,3,2,1,48,8,3,1,9,-1,-1
Unvalidated,2.02E+12,302200182,3,1,2,1,14,3,3,0,11,-1,-1
Unvalidated,2.02E+12,302200182,3,2,2,1,15,3,3,0,11,-1,-1
Unvalidated,2.02E+12,302200191,1,1,1,1,-1,-1,3,0,3,-1,-1
Unvalidated,2.02E+12,302200193,1,1,2,1,37,7,3,0,19,1,3
Unvalidated,2.02E+12,302200193,2,2,2,1,31,6,3,0,11,1,1
Unvalidated,2.02E+12,302200193,2,3,2,1,62,9,3,0,11,1,2
Unvalidated,2.02E+12,302200212,1,1,1,1,37,7,2,0,3,1,2
Unvalidated,2.02E+12,302200223,2,1,1,1,56,9,3,0,1,1,10
Unvalidated,2.02E+12,302200232,1,1,3,1,38,7,3,0,0,2,2
Unvalidated,2.02E+12,302200237,1,1,1,1,32,6,2,0,2,1,10
Unvalidated,2.02E+12,302200239,2,1,1,1,34,6,2,0,5,1,4
Unvalidated,2.02E+12,302200247,2,1,1,1,23,5,3,0,1,1,4
Unvalidated,2.02E+12,302200249,1,1,3,2,11,3,3,0,0,1,3
Unvalidated,2.02E+12,302200251,2,1,1,1,41,7,3,0,9,1,7
Unvalidated,2.02E+12,302200262,2,1,1,2,17,4,3,0,3,1,7
Unvalidated,2.02E+12,302200271,2,1,1,2,51,8,3,0,9,1,6
Unvalidated,2.02E+12,302200273,1,1,1,1,20,4,3,0,1,1,1
Unvalidated,2.02E+12,302200278,1,1,1,1,19,4,3,0,9,1,2
Unvalidated,2.02E+12,302200288,1,1,1,2,32,6,3,0,9,1,5
Unvalidated,2.02E+12,302200294,2,1,2,2,23,5,3,1,9,1,2
Unvalidated,2.02E+12,302200296,1,1,1,1,21,5,3,0,9,1,6
Unvalidated,2.02E+12,302200306,1,1,1,2,50,8,3,0,9,3,7
Unvalidated,2.02E+12,302200306,1,2,2,1,15,3,3,1,9,3,7
Unvalidated,2.02E+12,302200308,2,1,1,1,76,11,3,0,9,2,6
Unvalidated,2.02E+12,302200308,3,2,1,1,62,9,3,0,9,1,4
Unvalidated,2.02E+12,302200316,1,1,2,1,78,11,3,0,11,1,4
Unvalidated,2.02E+12,302200318,1,2,1,1,37,7,3,0,9,1,2
Unvalidated,2.02E+12,332200204,2,1,1,1,20,4,3,0,5,1,10
Unvalidated,2.02E+12,332200215,1,1,3,1,53,8,2,0,0,1,2
Unvalidated,2.02E+12,332200225,2,1,1,1,57,9,3,0,9,3,8
Unvalidated,2.02E+12,332200227,1,1,1,1,37,7,3,0,4,1,2
Unvalidated,2.02E+12,332200243,2,1,1,1,17,4,3,0,9,2,10
Unvalidated,2.02E+12,332200245,2,1,1,1,27,6,3,0,5,1,3
Unvalidated,2.02E+12,332200250,2,1,1,1,72,10,3,0,22,1,3
Unvalidated,2.02E+12,332200257,1,1,3,2,14,3,2,0,0,1,8
Unvalidated,2.02E+12,332200257,1,2,3,2,24,5,3,0,0,1,8
Unvalidated,2.02E+12,332200259,1,1,2,1,1,1,3,2,9,3,6
Unvalidated,2.02E+12,332200262,1,1,1,1,27,6,3,0,3,1,3
Unvalidated,2.02E+12,332200274,1,1,1,1,20,4,3,0,9,1,6
Unvalidated,2.02E+12,332200310,1,1,1,1,36,7,3,0,9,1,4
Unvalidated,2.02E+12,332200312,2,1,1,2,52,8,3,0,1,1,5
Unvalidated,2.02E+12,332200345,3,1,1,1,21,5,3,0,9,1,8
Unvalidated,2.02E+12,332200356,1,1,1,1,19,4,3,0,3,1,2
Unvalidated,2.02E+12,332200358,1,1,1,1,62,9,3,0,9,1,5
Unvalidated,2.02E+12,332200367,1,1,3,1,54,8,3,0,0,1,9
Unvalidated,2.02E+12,332200369,1,1,3,1,54,8,3,0,0,1,2
Unvalidated,2.02E+12,332200379,1,1,2,2,86,11,3,0,11,2,9
Unvalidated,2.02E+12,332200379,1,2,2,2,81,11,3,0,11,2,7
Unvalidated,2.02E+12,332200382,2,1,1,1,70,10,3,0,1,1,6
Unvalidated,2.02E+12,332200384,1,2,1,2,30,6,3,0,9,1,9
Unvalidated,2.02E+12,332200384,2,1,1,1,34,6,3,0,9,1,1
Unvalidated,2.02E+12,332200402,1,1,1,2,57,9,3,0,9,1,5
Unvalidated,2.02E+12,332200409,1,1,3,1,22,5,2,0,0,1,4
Unvalidated,2.02E+12,332200410,1,1,1,1,20,4,2,0,3,1,1
Unvalidated,2.02E+12,332200422,1,1,1,1,48,8,3,0,9,1,2
Unvalidated,2.02E+12,332200424,2,1,1,2,53,8,3,0,1,1,3
Unvalidated,2.02E+12,332200431,2,1,1,1,31,6,3,0,3,1,2
Unvalidated,2.02E+12,332200437,1,1,1,2,39,7,3,0,9,1,8
Unvalidated,2.02E+12,332200437,2,2,2,2,5,1,3,1,9,1,8
Unvalidated,2.02E+12,332200440,1,1,1,2,21,5,3,0,9,1,2
Unvalidated,2.02E+12,332200440,2,2,1,1,81,11,3,0,9,1,3
Unvalidated,2.02E+12,332200441,2,1,1,2,39,7,3,0,9,2,10
Unvalidated,2.02E+12,332200445,2,1,1,1,13,3,3,0,90,1,10
Unvalidated,2.02E+12,332200447,1,1,1,1,21,5,3,0,9,2,6
Unvalidated,2.02E+12,332200447,1,2,2,1,22,5,3,2,9,2,6
Unvalidated,2.02E+12,332200447,2,3,1,2,23,5,3,0,9,1,8
Unvalidated,2.02E+12,332200452,1,1,1,1,22,5,3,0,9,1,1
Unvalidated,2.02E+12,332200467,1,1,3,1,66,10,3,0,0,-1,-1
Unvalidated,2.02E+12,332200469,1,1,1,1,25,5,3,0,17,3,5
Unvalidated,2.02E+12,332200471,1,1,1,1,39,7,3,0,9,1,9
Unvalidated,2.02E+12,332200473,1,1,2,2,56,9,3,1,9,1,3
Unvalidated,2.02E+12,332200509,1,1,1,1,52,8,3,0,9,1,1
Unvalidated,2.02E+12,201213916,2,2,2,1,20,4,3,1,9,1,4
Unvalidated,2.02E+12,201213950,1,3,1,2,28,6,3,0,9,1,6
Unvalidated,2.02E+12,201213950,2,1,1,1,26,6,3,0,9,1,4
Unvalidated,2.02E+12,201213950,2,2,2,2,26,6,3,1,9,1,1
Unvalidated,2.02E+12,201214030,1,1,1,1,46,8,3,0,1,1,5
Unvalidated,2.02E+12,201214071,1,1,1,2,24,5,3,0,9,1,2
Unvalidated,2.02E+12,201214083,1,1,3,1,48,8,3,0,0,1,2
Unvalidated,2.02E+12,201214109,1,1,1,1,29,6,3,0,9,1,2
Unvalidated,2.02E+12,201214196,1,1,1,2,36,7,3,0,3,1,1
